tile_id,tile_name_,WSID,spring,autumn,winter,unknown,summer,freshet,frazil,coastal storm,unknown_1,heavy rain,beaver dam failure,municipal water main break,dam failure,ice jam
02WD000,Anticosti Island,536,0.500,0.000,0.500,0.000,0.000,0.500,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000
08NA002,Headwaters Columbia (part of),562,0.500,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000
05DA000,Headwaters North Saskatchewan,609,0.500,0.000,0.000,0.500,0.000,0.500,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000
01KA000,Cours supérieur de la Connecticut,716,0.500,0.000,0.250,0.000,0.250,0.500,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000
02KA000,Central Ottawa - Dumoine,755,0.500,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000
07HA000,Central Peace - Whitemud,834,0.500,0.000,0.250,0.250,0.000,0.500,0.000,0.000,0.250,0.250,0.000,0.000,0.000,0.000
02RH001,Saguenay - Mouth (part of),917,0.500,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000
04MD000,Frederick House,920,0.500,0.000,0.000,0.500,0.000,0.500,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000
02DC000,Sturgeon (Ont.),1055,0.500,0.000,0.000,0.500,0.000,0.500,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000
02WA000,Aguanus,1079,0.500,0.000,0.500,0.000,0.000,0.500,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000
10LB000,Lower Mackenzie - Ontaratue,1084,0.500,0.000,0.000,0.500,0.000,0.500,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000
02LA000,Rideau,563,0.500,0.000,0.000,0.000,0.500,0.444,0.000,0.000,0.000,0.556,0.000,0.000,0.000,0.000
01EE000,Medway,1282,0.500,0.250,0.250,0.000,0.000,0.417,0.000,0.083,0.083,0.417,0.000,0.000,0.000,0.000
02BF000,Goulais,51,0.500,0.000,0.000,0.333,0.167,0.333,0.000,0.333,0.167,0.167,0.000,0.000,0.000,0.000
201000,Lake Superior,854,0.500,0.000,0.000,0.250,0.250,0.250,0.000,0.000,0.500,0.250,0.000,0.000,0.000,0.000
01FE000,Indian,1072,0.500,0.250,0.250,0.000,0.000,0.250,0.250,0.000,0.250,0.250,0.000,0.000,0.000,0.000
02FF000,Ausable,1082,0.500,0.000,0.250,0.000,0.250,0.250,0.000,0.500,0.000,0.250,0.000,0.000,0.000,0.000
05BL000,Highwood,273,0.500,0.000,0.000,0.000,0.500,0.167,0.000,0.000,0.000,0.833,0.000,0.000,0.000,0.000
05FA000,Headwaters Battle,221,0.500,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000
07CD000,Clearwater (Alta.-Athabasca),386,0.500,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.500
07OA000,Upper Hay,857,0.500,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000
05BM000,Lower Bow - Crowfoot,931,0.500,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000
01AP000,Lower Saint John - Kennebecasis,936,0.477,0.137,0.265,0.003,0.118,0.621,0.020,0.088,0.013,0.258,0.000,0.000,0.000,0.000
01BO000,Miramichi - Mouth,363,0.475,0.195,0.212,0.000,0.119,0.508,0.076,0.271,0.000,0.144,0.000,0.000,0.000,0.000
02UA000,Pentecôte,138,0.471,0.059,0.118,0.000,0.353,0.471,0.000,0.118,0.000,0.412,0.000,0.000,0.000,0.000
02QB001,Matane (part of),80,0.467,0.133,0.400,0.000,0.000,0.733,0.000,0.067,0.000,0.133,0.000,0.067,0.000,0.000
02OG000,Yamaska,25,0.464,0.087,0.087,0.000,0.362,0.362,0.000,0.000,0.000,0.638,0.000,0.000,0.000,0.000
02CAA00,St. Marys,107,0.462,0.077,0.000,0.231,0.231,0.462,0.000,0.077,0.154,0.308,0.000,0.000,0.000,0.000
08MF001,Lower Fraser - Nahatlatch (part of),572,0.455,0.364,0.182,0.000,0.000,0.545,0.000,0.000,0.000,0.455,0.000,0.000,0.000,0.000
08GB0X1,Strait of Georgia - Jervis Inlet (part of),757,0.455,0.182,0.364,0.000,0.000,0.091,0.000,0.091,0.364,0.455,0.000,0.000,0.000,0.000
08NHA00,Lower Kootenay,798,0.444,0.000,0.000,0.000,0.556,0.444,0.000,0.000,0.000,0.556,0.000,0.000,0.000,0.000
01BG003,Chaleur Bay - Northwestern (part of),37,0.438,0.156,0.063,0.000,0.344,0.438,0.000,0.094,0.000,0.469,0.000,0.000,0.000,0.000
02PA000,Batiscan,406,0.435,0.174,0.043,0.000,0.348,0.391,0.043,0.000,0.000,0.565,0.000,0.000,0.000,0.000
02UC000,Moisie - Coast,1121,0.429,0.143,0.143,0.000,0.286,0.429,0.000,0.000,0.143,0.286,0.000,0.000,0.143,0.000
02PL000,Bécancour,5,0.418,0.127,0.109,0.000,0.345,0.491,0.000,0.000,0.000,0.509,0.000,0.000,0.000,0.000
01FG000,Denys,84,0.400,0.300,0.200,0.000,0.100,0.400,0.000,0.100,0.100,0.400,0.000,0.000,0.000,0.000
01DF000,Kennetcook,234,0.400,0.200,0.400,0.000,0.000,0.400,0.000,0.200,0.000,0.400,0.000,0.000,0.000,0.000
02XB000,St-Augustin - Coast,715,0.400,0.200,0.200,0.000,0.200,0.400,0.000,0.000,0.000,0.600,0.000,0.000,0.000,0.000
08NJ000,Slocan,821,0.400,0.000,0.100,0.000,0.500,0.400,0.000,0.000,0.000,0.600,0.000,0.000,0.000,0.000
02RH002,Saguenay - Mouth (part of),845,0.400,0.033,0.033,0.000,0.533,0.367,0.000,0.000,0.067,0.500,0.067,0.000,0.000,0.000
05MF000,Little Saskatchewan,1005,0.400,0.000,0.000,0.000,0.600,0.200,0.000,0.000,0.000,0.800,0.000,0.000,0.000,0.000
07DA000,Lower Athabasca - Ells,1333,0.400,0.000,0.000,0.200,0.400,0.200,0.000,0.000,0.200,0.400,0.000,0.000,0.000,0.200
11AAB00,Upper Milk,295,0.400,0.000,0.000,0.000,0.600,0.000,0.000,0.000,0.400,0.600,0.000,0.000,0.000,0.000
02AB000,Dog,1116,0.400,0.000,0.000,0.200,0.400,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000
210002,St Lawrence River (part of),498,0.395,0.118,0.158,0.000,0.329,0.421,0.013,0.079,0.000,0.487,0.000,0.000,0.000,0.000
02QC002,Madeleine (part of),325,0.389,0.167,0.333,0.000,0.111,0.500,0.000,0.222,0.056,0.222,0.000,0.000,0.000,0.000
02PD001,Montmorency (part of),1161,0.388,0.204,0.102,0.000,0.306,0.408,0.000,0.000,0.000,0.571,0.000,0.020,0.000,0.000
02PJ000,Chaudière,659,0.385,0.128,0.060,0.004,0.423,0.408,0.004,0.000,0.000,0.585,0.000,0.000,0.004,0.000
02RH003,Saguenay - Mouth (part of),923,0.385,0.077,0.000,0.000,0.538,0.308,0.000,0.000,0.000,0.462,0.231,0.000,0.000,0.000
02XA000,Petit Mécatina - Coast,830,0.364,0.273,0.091,0.000,0.273,0.273,0.000,0.273,0.000,0.455,0.000,0.000,0.000,0.000
02OE000,Upper Saint-François,503,0.363,0.163,0.133,0.000,0.341,0.407,0.007,0.000,0.000,0.585,0.000,0.000,0.000,0.000
01BH002,Chaleur Bay - Gulf of St. Lawrence (part of),947,0.357,0.262,0.310,0.000,0.071,0.357,0.000,0.310,0.024,0.310,0.000,0.000,0.000,0.000
02OD000,Nicolet,1109,0.353,0.176,0.078,0.000,0.392,0.373,0.000,0.000,0.039,0.588,0.000,0.000,0.000,0.000
08LB002,North Thompson (part of),1264,0.333,0.000,0.000,0.000,0.667,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
05GG000,Lower North Saskatchewan - Spruce,112,0.333,0.000,0.000,0.333,0.333,0.667,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000
05JG000,Upper Qu'Appelle - Thunder,801,0.333,0.000,0.000,0.667,0.000,0.667,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000
05AG000,Lower Oldman,1271,0.333,0.000,0.000,0.000,0.667,0.667,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000
01BV000,Point Wolfe,361,0.333,0.143,0.190,0.048,0.286,0.429,0.000,0.238,0.000,0.333,0.000,0.000,0.000,0.000
10ED000,Lower Liard - Mouth,63,0.333,0.000,0.000,0.333,0.333,0.333,0.000,0.000,0.667,0.000,0.000,0.000,0.000,0.000
05KB000,Central Carrot - Leather,74,0.333,0.667,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.667,0.000,0.000,0.000,0.000
01AB000,Upper Saint John - Big Black,91,0.333,0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.667,0.000,0.000,0.000,0.000
08NA001,Headwaters Columbia (part of),172,0.333,0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.667,0.000,0.000,0.000,0.000
05QE000,Lower English,261,0.333,0.000,0.000,0.667,0.000,0.333,0.000,0.000,0.667,0.000,0.000,0.000,0.000,0.000
02JE000,Upper Ottawa - Kipawa,828,0.333,0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.333,0.333,0.000,0.000,0.000
05NB000,Upper Souris,1288,0.333,0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.667,0.000,0.000,0.000,0.000
01EH000,St. Margarets Bay,1056,0.333,0.083,0.333,0.000,0.250,0.250,0.000,0.167,0.167,0.417,0.000,0.000,0.000,0.000
05AF000,Pakowki Lake - Non-contributing,718,0.333,0.000,0.000,0.000,0.667,0.000,0.000,0.000,0.333,0.667,0.000,0.000,0.000,0.000
05BH000,Central Bow - Jumpingpond,981,0.333,0.000,0.167,0.167,0.333,0.000,0.000,0.000,0.167,0.667,0.000,0.000,0.000,0.167
02PH002,Etchemin (part of),76,0.326,0.023,0.140,0.000,0.512,0.395,0.023,0.000,0.000,0.581,0.000,0.000,0.000,0.000
02PB000,Sainte-Anne,173,0.324,0.270,0.270,0.000,0.135,0.405,0.054,0.000,0.027,0.514,0.000,0.000,0.000,0.000
01DC000,Annapolis,1323,0.317,0.267,0.167,0.000,0.250,0.283,0.000,0.283,0.017,0.417,0.000,0.000,0.000,0.000
01DE000,Avon,1303,0.316,0.184,0.316,0.026,0.158,0.342,0.079,0.289,0.026,0.263,0.000,0.000,0.000,0.000
02OF000,Lower Saint-François,1061,0.308,0.154,0.077,0.000,0.462,0.359,0.000,0.000,0.000,0.615,0.000,0.000,0.000,0.026
02PH001,Etchemin (part of),1186,0.306,0.056,0.139,0.000,0.500,0.361,0.028,0.000,0.000,0.611,0.000,0.000,0.000,0.000
01DL000,Maccan,349,0.304,0.217,0.362,0.029,0.087,0.362,0.000,0.377,0.029,0.232,0.000,0.000,0.000,0.000
01DD000,Gaspereau,804,0.303,0.212,0.273,0.015,0.197,0.303,0.000,0.273,0.045,0.379,0.000,0.000,0.000,0.000
02WE000,Îles de la Madeleine,739,0.300,0.300,0.200,0.000,0.200,0.100,0.000,0.600,0.000,0.300,0.000,0.000,0.000,0.000
08MB0X2,Chilcotin (part of),1085,0.286,0.143,0.000,0.000,0.571,0.857,0.000,0.000,0.000,0.143,0.000,0.000,0.000,0.000
08LF001,Thompson - Mouth (part of),962,0.286,0.143,0.000,0.143,0.429,0.571,0.000,0.000,0.143,0.286,0.000,0.000,0.000,0.000
02FC000,Saugeen,1157,0.286,0.000,0.286,0.429,0.000,0.571,0.000,0.000,0.429,0.000,0.000,0.000,0.000,0.000
02RG002,Lac Saint-Jean (part of),521,0.286,0.000,0.143,0.000,0.571,0.286,0.000,0.000,0.000,0.714,0.000,0.000,0.000,0.000
02SC002,Portneuf (part of),1246,0.286,0.214,0.000,0.000,0.500,0.286,0.071,0.000,0.000,0.643,0.000,0.000,0.000,0.000
05DF000,Upper North Saskatchewan - Strawberry,240,0.286,0.000,0.000,0.286,0.429,0.143,0.000,0.000,0.000,0.857,0.000,0.000,0.000,0.000
01DH000,Salmon (N.S.),529,0.284,0.156,0.418,0.021,0.121,0.426,0.021,0.163,0.050,0.340,0.000,0.000,0.000,0.000
02PC000,Jacque-Cartier,973,0.281,0.406,0.063,0.000,0.250,0.281,0.000,0.000,0.000,0.719,0.000,0.000,0.000,0.000
08EGBX2,Lower Skeena (part of),192,0.273,0.273,0.091,0.000,0.364,0.636,0.000,0.000,0.091,0.273,0.000,0.000,0.000,0.000
210003,St Lawrence River (part of),148,0.273,0.212,0.258,0.000,0.258,0.288,0.000,0.273,0.000,0.424,0.000,0.000,0.015,0.000
08MHA00,Boundary Bay,236,0.273,0.000,0.545,0.000,0.182,0.273,0.000,0.091,0.091,0.545,0.000,0.000,0.000,0.000
02OHB00,Missisquoi River,1204,0.267,0.067,0.200,0.000,0.467,0.467,0.000,0.000,0.000,0.533,0.000,0.000,0.000,0.000
01BU000,Petitcodiac,960,0.262,0.421,0.144,0.005,0.169,0.313,0.005,0.354,0.005,0.323,0.000,0.000,0.000,0.000
08LB001,North Thompson (part of),547,0.250,0.000,0.250,0.000,0.500,0.750,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.000
02YO000,Exploits,639,0.250,0.000,0.750,0.000,0.000,0.750,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000
01DP000,East and West River of Pictou,934,0.250,0.143,0.482,0.018,0.107,0.536,0.000,0.107,0.089,0.268,0.000,0.000,0.000,0.000
02HF000,Gull,239,0.250,0.000,0.000,0.750,0.000,0.500,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000
08FF001,Hecate Strait - Kitimat (part of),1099,0.250,0.250,0.250,0.000,0.250,0.500,0.000,0.000,0.250,0.250,0.000,0.000,0.000,0.000
04DC000,Lower Winisk,1145,0.250,0.000,0.000,0.750,0.000,0.500,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000
08HB001,South Central Vancouver Island (part of),480,0.250,0.750,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.750,0.000,0.000,0.000,0.000
207000,Lake Erie,537,0.250,0.000,0.500,0.000,0.250,0.250,0.000,0.500,0.000,0.250,0.000,0.000,0.000,0.000
05OH002,Seine (part of),831,0.250,0.000,0.000,0.000,0.750,0.250,0.000,0.000,0.000,0.750,0.000,0.000,0.000,0.000
05LE000,Shoal,1236,0.250,0.000,0.000,0.000,0.750,0.250,0.000,0.000,0.000,0.750,0.000,0.000,0.000,0.000
203000,Lake Huron,1315,0.250,0.000,0.500,0.250,0.000,0.250,0.000,0.500,0.000,0.250,0.000,0.000,0.000,0.000
02PF000,Malbaie,34,0.250,0.042,0.083,0.000,0.625,0.167,0.000,0.042,0.000,0.750,0.042,0.000,0.000,0.000
05CC000,Upper Red Deer - Blindman,135,0.250,0.000,0.000,0.000,0.750,0.000,0.000,0.000,0.250,0.750,0.000,0.000,0.000,0.000
01EF000,LaHave,720,0.231,0.179,0.538,0.026,0.026,0.436,0.000,0.179,0.000,0.385,0.000,0.000,0.000,0.000
01BS000,Richibucto,110,0.227,0.455,0.273,0.000,0.045,0.273,0.000,0.500,0.000,0.227,0.000,0.000,0.000,0.000
01DA000,Meteghan,819,0.222,0.333,0.222,0.111,0.111,0.556,0.000,0.222,0.000,0.222,0.000,0.000,0.000,0.000
08NK000,Elk,214,0.222,0.000,0.000,0.000,0.778,0.222,0.000,0.000,0.000,0.778,0.000,0.000,0.000,0.000
05PE000,Upper Winnipeg,781,0.222,0.000,0.000,0.111,0.667,0.111,0.000,0.000,0.222,0.667,0.000,0.000,0.000,0.000
01DK000,Minas Channel - Parrsboro,1037,0.222,0.111,0.667,0.000,0.000,0.111,0.000,0.667,0.111,0.111,0.000,0.000,0.000,0.000
01FJ000,Mira,1028,0.218,0.295,0.359,0.000,0.128,0.256,0.013,0.256,0.026,0.449,0.000,0.000,0.000,0.000
01DO000,John,42,0.217,0.174,0.478,0.000,0.130,0.130,0.000,0.565,0.000,0.304,0.000,0.000,0.000,0.000
01DR000,South and West Antigonish,1063,0.211,0.184,0.421,0.079,0.105,0.474,0.000,0.158,0.053,0.316,0.000,0.000,0.000,0.000
02GC000,Big (Ont.),646,0.200,0.000,0.800,0.000,0.000,0.800,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000
05JF000,Upper Qu'Appelle - Wascana,848,0.200,0.000,0.000,0.400,0.400,0.600,0.000,0.000,0.000,0.400,0.000,0.000,0.000,0.000
01EG000,Gold,99,0.200,0.200,0.400,0.200,0.000,0.400,0.000,0.100,0.000,0.500,0.000,0.000,0.000,0.000
02EC000,Severn - Lake Simcoe,907,0.200,0.200,0.200,0.200,0.200,0.400,0.000,0.000,0.200,0.400,0.000,0.000,0.000,0.000
04LA000,Upper Mattagami,846,0.200,0.200,0.000,0.400,0.200,0.200,0.000,0.000,0.400,0.400,0.000,0.000,0.000,0.000
02PK001,Lower St. Lawrence - Chêne (part of),1314,0.200,0.267,0.000,0.000,0.533,0.200,0.000,0.000,0.000,0.800,0.000,0.000,0.000,0.000
01DG000,Shubenacadie,1244,0.197,0.213,0.385,0.016,0.189,0.246,0.000,0.205,0.049,0.492,0.000,0.008,0.000,0.000
02HC000,Humber - Don,664,0.188,0.250,0.250,0.000,0.313,0.313,0.000,0.000,0.188,0.500,0.000,0.000,0.000,0.000
01AA000,Headwaters Saint John,696,0.182,0.000,0.000,0.000,0.818,0.182,0.000,0.000,0.000,0.818,0.000,0.000,0.000,0.000
02ZA000,St. George's Bay,130,0.167,0.000,0.833,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
08NL000,Similkameen,302,0.167,0.500,0.167,0.000,0.167,0.333,0.000,0.000,0.000,0.583,0.000,0.000,0.083,0.000
01EC000,Roseway,868,0.167,0.333,0.444,0.000,0.056,0.333,0.000,0.278,0.056,0.333,0.000,0.000,0.000,0.000
08MG001,Harrison (part of),398,0.158,0.526,0.263,0.000,0.053,0.211,0.000,0.000,0.000,0.789,0.000,0.000,0.000,0.000
01BR000,Kouchibouguac,442,0.143,0.429,0.286,0.000,0.143,0.429,0.000,0.429,0.000,0.143,0.000,0.000,0.000,0.000
01FF000,Baddeck,147,0.143,0.429,0.286,0.000,0.143,0.143,0.000,0.286,0.000,0.571,0.000,0.000,0.000,0.000
02GHB00,Cedar (part of),640,0.143,0.000,0.000,0.429,0.429,0.143,0.000,0.000,0.143,0.714,0.000,0.000,0.000,0.000
08LG002,Nicola (part of),995,0.143,0.857,0.000,0.000,0.000,0.143,0.000,0.000,0.000,0.857,0.000,0.000,0.000,0.000
01DN000,Philip,558,0.138,0.276,0.483,0.000,0.103,0.310,0.000,0.414,0.034,0.241,0.000,0.000,0.000,0.000
02PE002,Lower St. Lawrence - Gouffre (part of),1159,0.129,0.161,0.097,0.000,0.613,0.129,0.000,0.000,0.000,0.871,0.000,0.000,0.000,0.000
02GE000,Lower Thames,423,0.125,0.000,0.500,0.250,0.125,0.625,0.000,0.000,0.125,0.250,0.000,0.000,0.000,0.000
01FC000,Chéticamp,525,0.125,0.125,0.625,0.000,0.125,0.000,0.125,0.375,0.000,0.500,0.000,0.000,0.000,0.000
05PBB00,Seine River - Rainy Lake,1004,0.125,0.000,0.000,0.625,0.250,0.000,0.000,0.000,0.875,0.125,0.000,0.000,0.000,0.000
01EJ000,Sackville,589,0.124,0.236,0.427,0.011,0.202,0.213,0.000,0.225,0.045,0.517,0.000,0.000,0.000,0.000
01DB000,Sissiboo,213,0.115,0.308,0.423,0.000,0.154,0.269,0.000,0.423,0.000,0.308,0.000,0.000,0.000,0.000
05AD000,Belly,376,0.111,0.000,0.000,0.222,0.667,0.111,0.000,0.000,0.333,0.556,0.000,0.000,0.000,0.000
08DBB00,Lower Nass,390,0.111,0.556,0.222,0.000,0.111,0.111,0.000,0.000,0.333,0.556,0.000,0.000,0.000,0.000
01ED000,Mersey,1216,0.105,0.316,0.421,0.000,0.158,0.158,0.000,0.368,0.000,0.474,0.000,0.000,0.000,0.000
01EA000,Tusket,914,0.103,0.345,0.241,0.000,0.310,0.103,0.000,0.310,0.034,0.552,0.000,0.000,0.000,0.000
07FA000,Upper Peace - Halfway,1096,0.100,0.000,0.000,0.000,0.900,0.500,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000
01BT000,Kinnear,425,0.083,0.389,0.361,0.000,0.167,0.111,0.000,0.778,0.000,0.111,0.000,0.000,0.000,0.000
05PCD00,Exutoire de la rivière à la Pluie,706,0.077,0.000,0.000,0.308,0.615,0.077,0.000,0.000,0.231,0.692,0.000,0.000,0.000,0.000
08GABX1,Strait of Georgia - Squamish (part of),1250,0.071,0.321,0.500,0.000,0.107,0.107,0.000,0.143,0.000,0.750,0.000,0.000,0.000,0.000
02PE001,Lower St. Lawrence - Gouffre (part of),488,0.067,0.000,0.467,0.000,0.467,0.133,0.000,0.067,0.000,0.800,0.000,0.000,0.000,0.000
01CC000,Central Prince Edward Island - Hillsborough,810,0.059,0.941,0.000,0.000,0.000,0.059,0.000,0.824,0.000,0.118,0.000,0.000,0.000,0.000
1001000,Mackenzie River,8,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
08MA001,Chilko (part of),44,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
08MC0X2,William      Lower Fraser - Williams Lake (part of),164,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
06AD000,Central Beaver (Alta.-Sask.),262,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
02KD000,Upper Madawaska,505,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
07BF000,South Heart,538,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
04GC000,Upper Albany - Misehkow,660,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
09AAB00,Tagish Lake,873,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
07BH000,Southwestern Lesser Slave Lake,891,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
09AE000,Upper Teslin,893,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
05FE000,Central Battle - Blackfoot,903,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
08JC002,Lower Nechako (part of),946,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
05BA000,Headwaters Bow,1023,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
09AH000,Headwaters Yukon - Nordenskiold,1189,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10UF000,Northern Cumberland Sound,1258,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
02GGB00,Sydenham - St. Clair Lake,695,0.000,0.250,0.750,0.000,0.000,0.750,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000
07B0000,Lesser Slave Lake,281,0.000,0.000,0.000,0.000,1.000,0.500,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000
02HAC00,Niagara,462,0.000,0.500,0.500,0.000,0.000,0.500,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000
02GB000,Lower Grand,712,0.000,0.000,1.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500
02FB000,Southwest Georgian Bay,794,0.000,0.000,0.000,1.000,0.000,0.500,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000
07FB000,Pine (B.C.),12,0.000,0.000,0.000,0.000,1.000,0.333,0.000,0.000,0.000,0.667,0.000,0.000,0.000,0.000
01ER000,St. Francis Harbour,114,0.000,0.286,0.571,0.000,0.143,0.286,0.000,0.429,0.000,0.286,0.000,0.000,0.000,0.000
07FC000,Beatton,954,0.000,0.000,0.000,0.000,1.000,0.250,0.000,0.000,0.250,0.500,0.000,0.000,0.000,0.000
07FD000,Upper Peace - Kiskatinaw,14,0.000,0.000,0.000,0.000,1.000,0.222,0.000,0.000,0.111,0.667,0.000,0.000,0.000,0.000
01EK000,Musquodoboit,412,0.000,0.160,0.520,0.000,0.320,0.120,0.000,0.320,0.000,0.560,0.000,0.000,0.000,0.000
01BL000,Acadian Peninsula,1152,0.000,0.300,0.400,0.000,0.300,0.100,0.000,0.500,0.000,0.400,0.000,0.000,0.000,0.000
01FB000,Margaree,395,0.000,0.364,0.545,0.000,0.091,0.091,0.000,0.364,0.000,0.545,0.000,0.000,0.000,0.000
04HB000,Kinosheo,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
04LD000,Lower Groundhog,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
05JE000,Moose Jaw,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
07UC001,Kakisa (part of),4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
03AA000,Upper Waswanipi,6,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000
05TG000,Lower Burntwood,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
02YC000,St. John Bay,9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
05EB000,Central North Saskatchewan - Beaverhill,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
06JD000,Lower Thelon - Mouth,11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
06TA002,Baffin Island - Hudson Strait (part of),13,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
06QA000,Northern Southampton Island,15,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
08GF001,Eastern Queen Charlotte Strait (part of),17,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10FC000,Horn,18,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10NB001,Upper Anderson (part of),19,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
03MF001,Koroc (part of),20,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
06JB001,Central Thelon - Hanbury (part of),21,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
08CGC00,Iskut (part of),23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
